0.000000000000000000e+00,2.273553324151012721e-18,-1.135664911729244012e-18,-2.872130536993246628e-18,4.440779140636675944e-18,1.567851399995160630e-17,1.285551317091616806e-17,2.641160942197297564e-17,6.157352459364570674e-17,9.739280789608616394e-17,1.094575539195428283e-16,3.579124558598881501e-17,4.216498379025722372e-17,6.884716910420288913e-17,8.840795417876940955e-17,1.392557759786950956e-16,1.394767835680532630e-16,1.507631269430350992e-16,1.571960935632340831e-16,2.245009565159264162e-16,2.766768645008316111e-16,3.291862013137325402e-16,2.982210380532611892e-16,2.210801537186041811e-16,3.071969028227248776e-16,2.858882922256165845e-16,2.663898983183280101e-16,2.528199810510828927e-16,2.904194042729453137e-16,2.895724832483812834e-16
-4.504804729493025834e-18,8.873073313142371826e-03,-2.216098895481121225e-03,-3.736386936540188677e-03,4.332794668127751964e-03,1.223781317859772358e-02,8.361940875538331069e-03,1.472535424927909516e-02,3.003813414361037118e-02,4.223313326105029852e-02,4.271836909600573023e-02,1.269851840527498783e-02,1.371322547705953153e-02,2.066862854906851080e-02,2.464519338706720047e-02,3.623188121172692816e-02,3.402129699725563866e-02,3.461107913362815314e-02,3.408302784870948648e-02,4.611407695415949831e-02,5.398980698380977106e-02,6.117743338890059557e-02,5.290351423312906337e-02,3.751378172025613550e-02,4.995448848287917243e-02,4.462983558539108248e-02,3.998649421033026452e-02,3.654403982334787637e-02,4.047962905685249801e-02,3.896980366611442481e-02
-2.081855972171600884e-17,2.050306481382253507e-02,-5.120753281795943808e-03,-8.633692163450947324e-03,1.001181515924464381e-02,2.827798981538898887e-02,1.932198796177837449e-02,3.402596619282795970e-02,6.940930041911579085e-02,9.758835952133723679e-02,9.870959693513628452e-02,2.934254420249639977e-02,3.168723404395501486e-02,4.775912649416585304e-02,5.694779920456616296e-02,8.372122967928792570e-02,7.861321920465506874e-02,7.997603239703225675e-02,7.875586106094359384e-02,1.065560798669754339e-01,1.247545774512248407e-01,1.413630697785499546e-01,1.222444741433884180e-01,8.668332503043488235e-02,1.154301422922758419e-01,1.031264342516126226e-01,9.239703691590367418e-02,8.444253649377994608e-02,9.353652662407811735e-02,9.004776385255792992e-02
-3.711525904441230968e-17,2.436853051448506155e-02,-6.086174615244217302e-03,-1.026141178639236075e-02,1.189935384923317303e-02,3.360927080716434590e-02,2.296478392487337830e-02,4.044091958855657726e-02,8.249511332139890241e-02,1.159868018975879767e-01,1.173194274528522596e-01,3.487452682142929555e-02,3.766126365650322716e-02,5.676320793433845685e-02,6.768423136982260058e-02,9.950528658400953352e-02,9.343425719159016707e-02,9.505400307668307458e-02,9.360379147630162877e-02,1.266452165722917744e-01,1.482746972244037287e-01,1.680144071532890804e-01,1.452913613374536006e-01,1.030258290788358955e-01,1.371923158943685050e-01,1.225689760399250872e-01,1.098167534453310668e-01,1.003625821775637472e-01,1.111710724204077183e-01,1.070245693084307531e-01
-8.135347848554751644e-17,4.006030351079457180e-02,-1.000528128528104486e-02,-1.686910379629883924e-02,1.956177564745938471e-02,5.525148873918225151e-02,3.775263401883830611e-02,6.648228181055979014e-02,1.356166829940042562e-01,1.906748740758840710e-01,1.928656251422408707e-01,5.733148859474156145e-02,6.191270547818952807e-02,9.331507850850009889e-02,1.112685416118224663e-01,1.635803184403986921e-01,1.535999349314826901e-01,1.562626934317794813e-01,1.538786384379164096e-01,2.081966251949665114e-01,2.437541061513742724e-01,2.762049250670320366e-01,2.388496930176078059e-01,1.693678648327240910e-01,2.255353810033955964e-01,2.014955468179771558e-01,1.805317095741603983e-01,1.649896574916740466e-01,1.827581232333574390e-01,1.759415376753759586e-01
-1.581596328205815667e-16,6.230512093049787870e-02,-1.556104686663451094e-02,-2.623623537286244589e-02,3.042410292777238817e-02,8.593171758065157317e-02,5.871604111423481959e-02,1.033987824587048604e-01,2.109223618801978339e-01,2.965534468430622295e-01,2.999606853848570398e-01,8.916670661414970167e-02,9.629179671375760752e-02,1.451313829797700461e-01,1.730541042709934640e-01,2.544137370185441394e-01,2.388914132476267771e-01,2.430327570675754334e-01,2.393248761560499982e-01,3.238047336960021561e-01,3.791066899174735938e-01,4.295769065569677858e-01,3.714789380880317293e-01,2.634150112542104072e-01,3.507714109988188667e-01,3.133826584231436674e-01,2.807779525129317499e-01,2.566056585050611183e-01,2.842406564897044241e-01,2.736389348275458100e-01
-1.947912567334931708e-16,6.394643073870247274e-02,-1.597097302465659563e-02,-2.692737905101832280e-02,3.122556800472630831e-02,8.819542510251547618e-02,6.026280344677645284e-02,1.061226265548462361e-01,2.164787099965891914e-01,3.043655828872792179e-01,3.078625786425103761e-01,9.151563376404435457e-02,9.882842079915567235e-02,1.489545929953441095e-01,1.776128852258834212e-01,2.611157826236926716e-01,2.451845527809982384e-01,2.494349924205094271e-01,2.456294344446134092e-01,3.323347530173865749e-01,3.890935340038801926e-01,4.408932924267062736e-01,3.812648435725191076e-01,2.703541782944648975e-01,3.600118161005502748e-01,3.216381280107067364e-01,2.881745131889179579e-01,2.633654461092778121e-01,2.917284355104296512e-01,2.808474316722929243e-01
-2.085998193265339987e-16,5.869674083364449096e-02,-1.465983407768251846e-02,-2.471677263654262213e-02,2.866210125231376596e-02,8.095501109528374650e-02,5.531552136628381522e-02,9.741047679312316021e-02,1.987068643219992159e-01,2.793786538363134397e-01,2.825885633053790147e-01,8.400264682832009333e-02,9.071508973425002065e-02,1.367261478088580562e-01,1.630317340997392561e-01,2.396794511153378937e-01,2.250560974983243645e-01,2.289575967855773386e-01,2.254644565483787944e-01,3.050516915882930946e-01,3.571508536386523991e-01,4.046981046777914925e-01,3.499648604876959834e-01,2.481594195849092244e-01,3.304566028564000502e-01,2.952332072951294184e-01,2.645167919477657281e-01,2.417444282071138928e-01,2.677789545898220935e-01,2.577912280674964918e-01
-2.580957729435149707e-16,6.354611499990830970e-02,-1.587099196563938538e-02,-2.675880899145322012e-02,3.103009053740438464e-02,8.764330645648128748e-02,5.988554785322854762e-02,1.054582805208094942e-01,2.151235157547153054e-01,3.024602015896918350e-01,3.059353055454403503e-01,9.094273003637362573e-02,9.820973775728694677e-02,1.480221114283069017e-01,1.765009977827973753e-01,2.594811525712534817e-01,2.436496549883676588e-01,2.478734861391053423e-01,2.440917516156679568e-01,3.302542798675290880e-01,3.866577410483481025e-01,4.381332240061831529e-01,3.788780595758549086e-01,2.686617142840447281e-01,3.577580797391608503e-01,3.196246175871921835e-01,2.863704907936699406e-01,2.617167327735356319e-01,2.899021649455272853e-01,2.790892780771730419e-01
-2.882055644845081062e-16,6.307510058671729480e-02,-1.575335352358090205e-02,-2.656046823191468564e-02,3.080009032597099544e-02,8.699367963726796493e-02,5.944166617484795273e-02,1.046766061396807307e-01,2.135289843417881306e-01,3.002183160807870288e-01,3.036676619858595938e-01,9.026864733875823721e-02,9.748179078524198127e-02,1.469249468266018988e-01,1.751927429209786391e-01,2.575578349488814034e-01,2.418436830690972039e-01,2.460362064781893843e-01,2.422825028023883054e-01,3.278063800102991032e-01,3.837917693204767056e-01,4.348857074049672922e-01,3.760697521458498116e-01,2.666703488055942040e-01,3.551063171256164108e-01,3.172555065613723579e-01,2.842478649073074681e-01,2.597768446574815204e-01,2.877533617007513311e-01,2.770206217550403305e-01
